begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
2,2650,,"Konstrukteur (m/w) Sondermaschinenbau

  FERCHAU Engineering GmbH Berlin
  4.10
  Rated by 2095 employees Kununu
  + Posted on 31 May 2018
  + Job type: Full time
  + Career level: Professional/Experienced
  + Industry: Industry and mechanical engineering

  Konstrukteur (m/w) Sondermaschinenbau

  Ihr Ansprechpartner
  Frau Charlotte Pankow
  Recruiting Assistant
  Fon +49 30 3974799-0
  berlin@ferchau.com
  www.ferchau.com

  Job-Kennziffer
  JO76-66735-B

  Ihr Einsatzort
  Berlin

  Adresse
  FERCHAU Engineering GmbH
  Niederlassung Berlin
  Bayerischer Platz 1
  10779 Berlin
  Technische Projekte, die es in sich haben. Das ist FERCHAU. Als Marktführer im Engineering bieten wir unseren mehr als 7.400 Mitarbeitern an über 100 Standorten innovative Herausforderungen in den unterschiedlichsten Bereichen der Konstruktion und Entwicklung - einfach die ganze Welt des Engineerings. Sind auch Sie bereit, mit uns gemeinsam neue Wege zu gehen? Dann ergreifen Sie Ihre Chance bei FERCHAU und geben Sie Ihrer Zukunft die entscheidende Richtung.
  Profitieren Sie von ausgezeichneten Aussichten für Ihre Karriere - als

  Konstrukteur (m/w) Sondermaschinenbau

  Berlin
  Anspruchsvoll und attraktiv - Ihre Aufgaben können sich sehen lassen.
  + 3D-Konstruktion von Sondermaschinen, u.a. Verpackungsmaschinen und Produktionsanlagen
  + Erstellung von Detail- und Änderungskonstruktionen
  + Erstellung der Konstruktionsdokumentation, inklusive Stücklisten
  + Lieferantenrecherche für neue Maschinenteile
  Wachstum und Abwechslung - Ihre Entwicklung hat Perspektiven
  + Förderung fachspezifischer Kompetenz
  + Förderung Methodenkompetenz
  + Englischkurs
  Sie wissen, worauf es ankommt - Ihr Profil beweist es.
  + Erfolgreich abgeschlossenes (Techniker-) Studium des Maschinenbaus oder mit vergleichbarer Fachrichtung
  + Erste Berufserfahrung in der Konstruktion und Dokumentation von Sondermaschinen
  + Fundierte Kenntnisse im Umgang mit einem gängigen CAD-System (z.B. Siemens NX, SolidWorks, Solid Edge, Inventor)
  + Gute Englischkenntnisse von Vorteil
  Unser Angebot klingt wie für Sie gemacht? Dann freuen wir uns auf Ihre Bewerbung - gerne online oder per E-Mail unter der Kennziffer JO76-66735-B bei Frau Charlotte Pankow. Denn was für unsere Kunden gilt, gilt für Sie schon lange: Wir entwickeln Sie weiter.
  Jetzt online bewerben
  Karriere bei FERCHAU
  Verpackungstechnik, Konstruktion, Sondermaschinen, Maschinenbau, Entwicklung, Solid Edge, NX, SolidWorks

  Warum nur ein Fachgebiet wählen,
  wenn Sie viele erfahren wollen.

  FERCHAU Wir entwickeln sie weiter",,0,Stellenanzeige,false
2,308,,"Konstrukteur (m/w) Sondermaschinenbau

  FERCHAU Engineering GmbH Berlin
  4.10
  Rated by 2095 employees Kununu
  + Posted on 31 May 2018
  + Job type: Full time
  + Career level: Professional/Experienced
  + Industry: Industry and mechanical engineering

  Konstrukteur (m/w) Sondermaschinenbau","Ihr Ansprechpartner
  Frau Ch",1,Irrelevantes (nicht aus 1-5),false
314,447,kteur (m/w) Sondermaschinenbau,"Ihr Ansprechpartner
  Frau Charlotte Pankow
  Recruiting Assistant
  Fon +49 30 3974799-0
  berlin@ferchau.com
  www.ferchau.com","Job-Kennziffer
  JO76-66735-B",2,Kontakt und Formalia,false
453,483,"ferchau.com
  www.ferchau.com","Job-Kennziffer
  JO76-66735-B","Ihr Einsatzort
  Berlin

  ",3,Irrelevantes (nicht aus 1-5),false
489,617,"Job-Kennziffer
  JO76-66735-B","Ihr Einsatzort
  Berlin

  Adresse
  FERCHAU Engineering GmbH
  Niederlassung Berlin
  Bayerischer Platz 1
  10779 Berlin","Technische Projekte, die es in",4,Kontakt und Formalia,false
621,1211,"ischer Platz 1
  10779 Berlin","Technische Projekte, die es in sich haben. Das ist FERCHAU. Als Marktführer im Engineering bieten wir unseren mehr als 7.400 Mitarbeitern an über 100 Standorten innovative Herausforderungen in den unterschiedlichsten Bereichen der Konstruktion und Entwicklung - einfach die ganze Welt des Engineerings. Sind auch Sie bereit, mit uns gemeinsam neue Wege zu gehen? Dann ergreifen Sie Ihre Chance bei FERCHAU und geben Sie Ihrer Zukunft die entscheidende Richtung.
  Profitieren Sie von ausgezeichneten Aussichten für Ihre Karriere - als

  Konstrukteur (m/w) Sondermaschinenbau

  Berlin",Anspruchsvoll und attraktiv - ,5,Unternehmensvorstellung,false
1215,1551,"Sondermaschinenbau

  Berlin","Anspruchsvoll und attraktiv - Ihre Aufgaben können sich sehen lassen.
  + 3D-Konstruktion von Sondermaschinen, u.a. Verpackungsmaschinen und Produktionsanlagen
  + Erstellung von Detail- und Änderungskonstruktionen
  + Erstellung der Konstruktionsdokumentation, inklusive Stücklisten
  + Lieferantenrecherche für neue Maschinenteile",Wachstum und Abwechslung - Ihr,6,Aufgabenbeschreibung,false
1555,1708,herche für neue Maschinenteile,"Wachstum und Abwechslung - Ihre Entwicklung hat Perspektiven
  + Förderung fachspezifischer Kompetenz
  + Förderung Methodenkompetenz
  + Englischkurs","Sie wissen, worauf es ankommt ",7,Angebot an den Bewerber,false
1712,2119,"denkompetenz
  + Englischkurs","Sie wissen, worauf es ankommt - Ihr Profil beweist es.
  + Erfolgreich abgeschlossenes (Techniker-) Studium des Maschinenbaus oder mit vergleichbarer Fachrichtung
  + Erste Berufserfahrung in der Konstruktion und Dokumentation von Sondermaschinen
  + Fundierte Kenntnisse im Umgang mit einem gängigen CAD-System (z.B. Siemens NX, SolidWorks, Solid Edge, Inventor)
  + Gute Englischkenntnisse von Vorteil",Unser Angebot klingt wie für S,8,Anforderungen,false
2123,2650,Englischkenntnisse von Vorteil,"Unser Angebot klingt wie für Sie gemacht? Dann freuen wir uns auf Ihre Bewerbung - gerne online oder per E-Mail unter der Kennziffer JO76-66735-B bei Frau Charlotte Pankow. Denn was für unsere Kunden gilt, gilt für Sie schon lange: Wir entwickeln Sie weiter.
  Jetzt online bewerben
  Karriere bei FERCHAU
  Verpackungstechnik, Konstruktion, Sondermaschinen, Maschinenbau, Entwicklung, Solid Edge, NX, SolidWorks

  Warum nur ein Fachgebiet wählen,
  wenn Sie viele erfahren wollen.

  FERCHAU Wir entwickeln sie weiter",,9,Irrelevantes (nicht aus 1-5),false
