begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
2,3410,,"Stellenangebot - !!!Klebepraktiker ab 13? SOFORT !!! (Klebefachkraft)

  Überblick über das Stellenangebot

  Referenznummer

  10000-1159539611-S
  Titel des Stellenangebots

  !!!Klebepraktiker ab 13? SOFORT !!! (Klebefachkraft)
  Stellenangebotsart

  Arbeitsplatz (sozialversicherungspflichtig)
  Arbeitgeber
  Vermittlung durch REGIO Personalagentur GmbH NLBerlin

  Branche: Vermittlung von Arbeitskräften, Betriebsgröße: zwischen 6 und 50
  Stellenbeschreibung

  Die REGIO Personalagentur gehört zu den erfolgreichsten privaten Arbeitsvermittlungen und gestaltet die Zukunft vieler Menschen und Unternehmen in Ihrer Region erheblich mit.

  Renommiertes Unternehmen im Schienenfahrzeugbau sucht Klebepraktiker m/w

  Ihre Aufgaben:
  -Klebstoffe und Klebeverfahren entsprechend den verwendeten Werkstoffen und dem Auftrag auswählen und bereitstellen
  - Qualitätssicherungs- und Prüfverfahren für Klebeverbindungen auswählen und anwenden
  -Maschinen und Anlagen für die Klebeprozesse pflegen, warten und instand halten

  Ihr Profil:
  - abgeschlossene Berufsausbildung oder mehrjährige Erfahrung als Klebepraktiker
  - Motivation und Einsatzbereitschaft

  Wir bieten:
  - spannende Herausforderung in Vollzeit
  - Weiterbildungs- und Qualifizierungsmöglichkeiten
  - Firmenwagen wird gestellt und alle technischen Arbeitsgeräte
  - Lohn 13 Euro pro Stunde

  SIE SIND INTERESSIERT UND MOTIVIERT?

  Dann bewerben Sie sich umgehend!!!

  So bewerben Sie sich auf diese Stelle:
  - Nutzen Sie unser übersichtliches Bewerberportal unter: www.regio-personalagentur.de oder per Email an c.boeer@regio-personalagentur.de
  - Ihre Ansprechpartnerin Claudia Böer setzt sich nach Eingang ihrer Bewerbung umgehend mit Ihnen in Verbindung

  Bitte entschuldigen Sie, dass wir aufgrund der hohen Anzahl an Bewerbungen leider nur Unterlagen mit frankiertem Rückumschlag zurücksenden können.
  Führungsverantwortung

  Keine Führungsverantwortung
  Arbeitsorte

  13158 Berlin, Pankow, Berlin, Deutschland
  In der nachfolgenden Kartenansicht sind die Ausübungsorte des Stellenangebots in einer interaktiven Deutschlandkarte eingezeichnet. Die gleichen Informationen finden Sie auch in textueller Form auf dieser Seite.
  Routenplaner Karte zum Stellenangebot Karte ausblenden
  Beginn der Tätigkeit

  Sofort
  Anzahl offener Stellen

  3 Stellen
  Vormerken

  Konditionen des Stellenangebots

  Arbeitszeit

  Vollzeit
  40 Wochenstunden
  Vergütung und Zusatzleistungen

  ab 13?/h je nach Qualifikation + Zulagen
  Bei der Besetzung des Stellenangebotes findet kein Tarifvertrag Anwendung.
  Befristung

  Unbefristetes Arbeitsverhältnis

  Kontaktdaten

  Rückfragen und Bewerbungen an

  Vermittlung durch REGIO Personalagentur GmbH NLBerlin
  Frau Claudia Böer
  Friedrichstrasse 191
  10117 Berlin
  Mitte
  Berlin
  Deutschland
  Telekommunikation

  Telefonnummer: +49 (30) 34 40 94 15
  Faxnummer: +49 (30) 34 40 94 13
  E-Mail
  c.boeer@regio-personalagentur.de
  Gewünschte Bewerbungsarten

  Per E-Mail, schriftlich, über Internet
  Internetadresse
  Weitere Informationen zum Stellenangebot im Internet
  Angaben zur Bewerbung

  www.regio-personalagentur.de
  Nachricht an Arbeitgeber Bewerben

  Legende

  Kartenausschnitt vergrößern

  Kartenausschnitt verkleinern

  Externer Link",,0,Stellenanzeige,false
2,312,,"Stellenangebot - !!!Klebepraktiker ab 13? SOFORT !!! (Klebefachkraft)

  Überblick über das Stellenangebot

  Referenznummer

  10000-1159539611-S
  Titel des Stellenangebots

  !!!Klebepraktiker ab 13? SOFORT !!! (Klebefachkraft)
  Stellenangebotsart

  Arbeitsplatz (sozialversicherungspflichtig)","Arbeitgeber
  Vermittlung dur",1,Irrelevantes (nicht aus 1-5),false
316,744,(sozialversicherungspflichtig),"Arbeitgeber
  Vermittlung durch REGIO Personalagentur GmbH NLBerlin

  Branche: Vermittlung von Arbeitskräften, Betriebsgröße: zwischen 6 und 50
  Stellenbeschreibung

  Die REGIO Personalagentur gehört zu den erfolgreichsten privaten Arbeitsvermittlungen und gestaltet die Zukunft vieler Menschen und Unternehmen in Ihrer Region erheblich mit.

  Renommiertes Unternehmen im Schienenfahrzeugbau sucht Klebepraktiker m/w","Ihre Aufgaben:
  -Klebstoffe ",2,Unternehmensvorstellung,false
750,1055,ugbau sucht Klebepraktiker m/w,"Ihre Aufgaben:
  -Klebstoffe und Klebeverfahren entsprechend den verwendeten Werkstoffen und dem Auftrag auswählen und bereitstellen
  - Qualitätssicherungs- und Prüfverfahren für Klebeverbindungen auswählen und anwenden
  -Maschinen und Anlagen für die Klebeprozesse pflegen, warten und instand halten","Ihr Profil:
  - abgeschlossen",3,Aufgabenbeschreibung,false
1061,1195,"gen, warten und instand halten","Ihr Profil:
  - abgeschlossene Berufsausbildung oder mehrjährige Erfahrung als Klebepraktiker
  - Motivation und Einsatzbereitschaft","Wir bieten:
  - spannende Her",4,Anforderungen,false
1201,1404,vation und Einsatzbereitschaft,"Wir bieten:
  - spannende Herausforderung in Vollzeit
  - Weiterbildungs- und Qualifizierungsmöglichkeiten
  - Firmenwagen wird gestellt und alle technischen Arbeitsgeräte
  - Lohn 13 Euro pro Stunde",SIE SIND INTERESSIERT UND MOTI,5,Angebot an den Bewerber,false
1410,1784,"e
  - Lohn 13 Euro pro Stunde","SIE SIND INTERESSIERT UND MOTIVIERT?

  Dann bewerben Sie sich umgehend!!!

  So bewerben Sie sich auf diese Stelle:
  - Nutzen Sie unser übersichtliches Bewerberportal unter: www.regio-personalagentur.de oder per Email an c.boeer@regio-personalagentur.de
  - Ihre Ansprechpartnerin Claudia Böer setzt sich nach Eingang ihrer Bewerbung umgehend mit Ihnen in Verbindung","Bitte entschuldigen Sie, dass ",6,Kontakt und Formalia,false
1790,2419,gehend mit Ihnen in Verbindung,"Bitte entschuldigen Sie, dass wir aufgrund der hohen Anzahl an Bewerbungen leider nur Unterlagen mit frankiertem Rückumschlag zurücksenden können.
  Führungsverantwortung

  Keine Führungsverantwortung
  Arbeitsorte

  13158 Berlin, Pankow, Berlin, Deutschland
  In der nachfolgenden Kartenansicht sind die Ausübungsorte des Stellenangebots in einer interaktiven Deutschlandkarte eingezeichnet. Die gleichen Informationen finden Sie auch in textueller Form auf dieser Seite.
  Routenplaner Karte zum Stellenangebot Karte ausblenden
  Beginn der Tätigkeit

  Sofort
  Anzahl offener Stellen

  3 Stellen
  Vormerken",Konditionen des Stellenangebot,7,Irrelevantes (nicht aus 1-5),false
2425,3140,"en

  3 Stellen
  Vormerken","Konditionen des Stellenangebots

  Arbeitszeit

  Vollzeit
  40 Wochenstunden
  Vergütung und Zusatzleistungen

  ab 13?/h je nach Qualifikation + Zulagen
  Bei der Besetzung des Stellenangebotes findet kein Tarifvertrag Anwendung.
  Befristung

  Unbefristetes Arbeitsverhältnis

  Kontaktdaten

  Rückfragen und Bewerbungen an

  Vermittlung durch REGIO Personalagentur GmbH NLBerlin
  Frau Claudia Böer
  Friedrichstrasse 191
  10117 Berlin
  Mitte
  Berlin
  Deutschland
  Telekommunikation

  Telefonnummer: +49 (30) 34 40 94 15
  Faxnummer: +49 (30) 34 40 94 13
  E-Mail
  c.boeer@regio-personalagentur.de
  Gewünschte Bewerbungsarten

  Per E-Mail, schriftlich, über Internet","Internetadresse
  Weitere Inf",8,Kontakt und Formalia,false
3144,3410,"il, schriftlich, über Internet","Internetadresse
  Weitere Informationen zum Stellenangebot im Internet
  Angaben zur Bewerbung

  www.regio-personalagentur.de
  Nachricht an Arbeitgeber Bewerben

  Legende

  Kartenausschnitt vergrößern

  Kartenausschnitt verkleinern

  Externer Link",,9,Irrelevantes (nicht aus 1-5),false
