begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
2,3331,,"Stellenangebot - Fremdsprachenkorrespondentin (m/w) (Fremdsprachensekretär/in)

  Überblick über das Stellenangebot

  Referenznummer

  10000-1146386448-S
  Titel des Stellenangebots

  Fremdsprachenkorrespondentin (m/w) (Fremdsprachensekretär/in)
  Alternativberufe
  Fremdsprachenkorrespondent/in
  Kfm. Ass./Wirtschaftsassistent/in - Fremdsprachen
  Stellenangebotsart

  Arbeitsplatz (sozialversicherungspflichtig)
  Arbeitgeber
  avanti GmbH

  Branche: Befristete Überlassung von Arbeitskräften, Betriebsgröße: zwischen 51 und 500
  Stellenbeschreibung

  Wir bieten erstklassige Perspektiven für Ihre Karriere zu attraktiven Konditionen und mit persönlicher Betreuung. avanti GmbH ist ein innovativer Personaldienstleister mit Niederlassungen im gesamten Bundesgebiet. Seit 2000 haben wir als Premiumanbieter Erfahrung mit erfolgreicher Personalvermittlung und Arbeitnehmerüberlassung.

  Wir suchen zum nächstmöglichen Zeitpunkt eine/-n Fremdsprachensekretär/-in für eine Wirtschaftskanzlei in Berlin-Charlottenburg. Diese Vakanz ist im Rahmen der Direktvermittlung zu besetzen.

  Ihre Aufgaben

  *Allgemeine Korrespondenz in der Sprache Englisch
  *Reiseplanung und -buchung sowie Erledigung der damit verbundenen Reisekostenabrechnung
  *Vorbereiten von Konferenzen
  *Bearbeitung von Rechnungen und Bestellungen, Aufbereitung von Dokumenten und Koordination von Projekten und Prozessen
  *Postbearbeitung und Ablage

  Ihr Profil

  *Abgeschlossene Ausbildung zur/zum Fremdsprachensekretär/-in oder Fremdsprachenkorrespondent/-in, alternativ eine erfolgreich abgeschlossene kaufmännische Ausbildung
  *Gute Umgangsformen und Kommunikationsfähigkeit
  *Fließend Englisch Kenntnisse
  *Wünschenswert sind erste Berufserfahrungen
  *Gute MS-Office Kenntnisse

  Wir bieten

  *Direkte Anstellung bei unserem Kunden
  *Freundliche Arbeitskollegen
  *Urlaubsgeld- und Weihnachtsgeld sowie eine Leistungsgerechte Entlohnung
  *Eine fundierte Einarbeitung
  *Persönliche Ansprechpartner und professionelle Begleitung im Bewerbungsprozess

  Wir freuen uns auf Ihre Bewerbung. Um eine zügige Bearbeitung Ihrer Unterlagen zu gewährleisten, nutzen Sie bitte die Möglichkeit der Mail-Bewerbung.
  Führungsverantwortung

  Keine Führungsverantwortung
  Arbeitsorte

  Friedrichstr. 185, 10117 Berlin, Berlin, Deutschland
  In der nachfolgenden Kartenansicht sind die Ausübungsorte des Stellenangebots in einer interaktiven Deutschlandkarte eingezeichnet. Die gleichen Informationen finden Sie auch in textueller Form auf dieser Seite.
  Routenplaner Karte zum Stellenangebot Karte ausblenden
  Beginn der Tätigkeit

  Ab 15.08.2016
  Anzahl offener Stellen

  1 Stelle
  Vormerken

  Konditionen des Stellenangebots

  Vergütung und Zusatzleistungen

  Bei der Besetzung des Stellenangebotes findet kein Tarifvertrag Anwendung.
  Befristung

  Unbefristetes Arbeitsverhältnis

  Kontaktdaten

  Rückfragen und Bewerbungen an

  avanti GmbH
  Frau Deusing
  Friedrichstr. 185
  10117 Berlin
  Berlin
  Deutschland
  Telekommunikation

  Telefonnummer: +49 (30) 6 90 04 22 44
  E-Mail
  deusing@avanti.jobs
  Gewünschte Bewerbungsarten

  Über JOBBÖRSE, per E-Mail
  Angaben zur Bewerbung

  Geforderte Anlagen: Lebenslauf, Zeugnisse",Nachricht an Arbeitgeber Bewer,0,Stellenanzeige,false
562,1113,iebsgröße: zwischen 51 und 500,"Stellenbeschreibung

  Wir bieten erstklassige Perspektiven für Ihre Karriere zu attraktiven Konditionen und mit persönlicher Betreuung. avanti GmbH ist ein innovativer Personaldienstleister mit Niederlassungen im gesamten Bundesgebiet. Seit 2000 haben wir als Premiumanbieter Erfahrung mit erfolgreicher Personalvermittlung und Arbeitnehmerüberlassung.

  Wir suchen zum nächstmöglichen Zeitpunkt eine/-n Fremdsprachensekretär/-in für eine Wirtschaftskanzlei in Berlin-Charlottenburg. Diese Vakanz ist im Rahmen der Direktvermittlung zu besetzen.","Ihre Aufgaben

  *Allgemeine",1,Unternehmensvorstellung,false
1119,1463,Direktvermittlung zu besetzen.,"Ihre Aufgaben

  *Allgemeine Korrespondenz in der Sprache Englisch
  *Reiseplanung und -buchung sowie Erledigung der damit verbundenen Reisekostenabrechnung
  *Vorbereiten von Konferenzen
  *Bearbeitung von Rechnungen und Bestellungen, Aufbereitung von Dokumenten und Koordination von Projekten und Prozessen
  *Postbearbeitung und Ablage","Ihr Profil

  *Abgeschlossen",2,Aufgabenbeschreibung,false
1469,1811,"
  *Postbearbeitung und Ablage","Ihr Profil

  *Abgeschlossene Ausbildung zur/zum Fremdsprachensekretär/-in oder Fremdsprachenkorrespondent/-in, alternativ eine erfolgreich abgeschlossene kaufmännische Ausbildung
  *Gute Umgangsformen und Kommunikationsfähigkeit
  *Fließend Englisch Kenntnisse
  *Wünschenswert sind erste Berufserfahrungen
  *Gute MS-Office Kenntnisse","Wir bieten

  *Direkte Anste",3,Anforderungen,false
2100,2249,egleitung im Bewerbungsprozess,"Wir freuen uns auf Ihre Bewerbung. Um eine zügige Bearbeitung Ihrer Unterlagen zu gewährleisten, nutzen Sie bitte die Möglichkeit der Mail-Bewerbung.","Führungsverantwortung

  Kei",4,"Wir freuen uns auf Ihre Bewerbung. Um eine zügige Bearbeitung Ihrer Unterlagen zu gewährleisten, nutzen Sie bitte die Möglichkeit der Mail-Bewerbung.",false
2311,2380,"
  Keine Führungsverantwortung","Arbeitsorte

  Friedrichstr. 185, 10117 Berlin, Berlin, Deutschland",In der nachfolgenden Kartenans,5,Kontakt und Formalia,false
2959,3198,nbefristetes Arbeitsverhältnis,"Kontaktdaten

  Rückfragen und Bewerbungen an

  avanti GmbH
  Frau Deusing
  Friedrichstr. 185
  10117 Berlin
  Berlin
  Deutschland
  Telekommunikation

  Telefonnummer: +49 (30) 6 90 04 22 44
  E-Mail
  deusing@avanti.jobs","Gewünschte Bewerbungsarten

",5,Kontakt und Formalia,false
2384,2653,"17 Berlin, Berlin, Deutschland","In der nachfolgenden Kartenansicht sind die Ausübungsorte des Stellenangebots in einer interaktiven Deutschlandkarte eingezeichnet. Die gleichen Informationen finden Sie auch in textueller Form auf dieser Seite.
  Routenplaner Karte zum Stellenangebot Karte ausblenden","Beginn der Tätigkeit

  Ab 1",6,Irrelevantes (nicht aus 1-5),false
2657,2696,tellenangebot Karte ausblenden,"Beginn der Tätigkeit

  Ab 15.08.2016","Anzahl offener Stellen

  1 ",7,Kontakt und Formalia,false
2755,2953,"len

  1 Stelle
  Vormerken","Konditionen des Stellenangebots

  Vergütung und Zusatzleistungen

  Bei der Besetzung des Stellenangebotes findet kein Tarifvertrag Anwendung.
  Befristung

  Unbefristetes Arbeitsverhältnis","Kontaktdaten

  Rückfragen u",8,Kontakt und Formalia,false
