begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
2,4536,,"Stellenangebot - Instandhalter / Automatisierungstechniker (m/w) (Instandhaltungstechniker/in)

  Überblick über das Stellenangebot

  Referenznummer

  10000-1152221164-S
  Titel des Stellenangebots

  Instandhalter / Automatisierungstechniker (m/w) (Instandhaltungstechniker/in)
  Stellenangebotsart

  Arbeitsplatz (sozialversicherungspflichtig)
  Arbeitgeber
  Hays Professional Solutions GmbH

  Branche: Befristete Überlassung von Arbeitskräften, Betriebsgröße: zwischen 51 und 500
  Stellenbeschreibung

  Hays Engineering ist ein wichtiger Bereich unseres im Specialist Recruitment weltweit führenden Unternehmens. Aktuell sind im deutschsprachigen Raum über 4.000 Ingenieure und Techniker in Unternehmen aus den zentralen Branchen für uns aktiv. Mit unserer langjährigen Expertise in der Rekrutierung und unserem fundierten technischen Know-how bieten wir Ihnen interessante berufliche Perspektiven, wenn Sie eine Festanstellung in einem renommierten Unternehmen oder ein spannendes neues Projekt suchen.

  Sie suchen eine neue berufliche Herausforderung? Für unseren Kunden, einen international agierenden Technologie- und Marktführer aus der Automobilindustrie, suchen wir genau Sie als

  Instandhalter / Automatisierungstechniker (m/w)

  zur Anstellung bei der Hays Professional Solutions GmbH in Berlin

  Referenznummer: 307531/8
  Projektstart: asap

  Ihre Aufgaben:
  - Mitwirken im Instandhaltungsteam (Elektrik)
  - Fehlersuche und Programmierung
  - Unterstützung bei der Ausarbeitung und Entwicklung zukünftiger Instandhaltungsstrategien
  - Konzeption der zukünftigen Instandhaltungsorganisation
  - Projektmitarbeit und Koordination der Instandhaltungsinteressen bei der Auslegung, Beschaffung und Abnahme von Betriebsmitteln
  - Durchführung von Störungsauswertungen und Schwachstellenanalysen sowie Optimierung zur Sicherstellung einer hohen Anlagenverfügbarkeit
  - Erstellung und Pflege der Betriebsmittelvorschriften und Wartungspläne
  - Prüfung der technischen Anforderungen bei Anlagenerweiterungen und Beschaffung von Neuanlagen aus Sicht der Instandhaltung
  - Planung und Beschaffung von Ersatzteilen inklusive Kostenplanung und -verfolgung

  Ihre Qualifikationen:
  - Erfolgreich abgeschlossenes Ausbildung oder Techniker/Meister mit Schwerpunkt Elektrotechnik, Automatisierungstechnik oder vergleichbare Qualifikation
  - Einschlägige Berufserfahrung in der Steuerungs- und Automatisierungstechnik
  - Anwendungsbereite Kenntnisse in speicherprogrammierbaren Steuerungen wie S7, TIA Portal sowie WinCC
  - Kenntnisse in Xenon von Vorteil
  - Teamfähigkeit und eigenverantwortliche Arbeitsweise
  - Bereitschaft zu Schichtarbeit

  Ihre Vorteile:
  - Breites Themenspektrum und fachliche Herausforderungen
  - Gutes Arbeitsklima und vertrauensvolle Zusammenarbeit

  Ich freue mich auf Ihre Bewerbung! Bitte senden Sie Ihre Unterlagen unter Angabe der Referenznummer und wie Sie auf uns aufmerksam geworden sind an nadin.kumke@hays.de
  Führungsverantwortung

  Keine Führungsverantwortung
  Arbeitsorte

  Friedrichstr. 88, 10117 Berlin, Berlin, Deutschland
  In der nachfolgenden Kartenansicht sind die Ausübungsorte des Stellenangebots in einer interaktiven Deutschlandkarte eingezeichnet. Die gleichen Informationen finden Sie auch in textueller Form auf dieser Seite.
  Routenplaner Karte zum Stellenangebot Karte ausblenden
  Beginn der Tätigkeit

  Sofort
  Anzahl offener Stellen

  1 Stelle
  Vormerken

  Konditionen des Stellenangebots

  Arbeitszeit

  Vollzeit, Schicht
  Vergütung und Zusatzleistungen

  Bei der Besetzung des Stellenangebotes findet ein Tarifvertrag Anwendung.
  Tarifvertrag: IGZ
  Befristung

  Unbefristetes Arbeitsverhältnis

  Anforderungen an den Bewerber

  Berufsausbildung/ Studium
  Techniker/in - Maschinentechnik (Automatisierungstechnik)
  Industriemechaniker/in
  Elektroniker/in - Maschinen und Antriebstechnik

  Kontaktdaten

  Rückfragen und Bewerbungen an

  Hays Professional Solutions GmbH
  Frau Nadin Kumke
  Key Account Management Temp
  Friedrichstr. 88
  10117 Berlin
  Mitte
  Berlin
  Deutschland
  E-Mail
  nadin.kumke@hays.de
  Gewünschte Bewerbungsarten

  Per E-Mail
  Bewerbungszeitraum

  29.03.2017 - 12.04.2017
  Angaben zur Bewerbung

  Geforderte Anlagen: Lebenslauf, Zeugnisse
  Nachricht an Arbeitgeber Bewerben

  Legende

  Kartenausschnitt vergrößern

  Kartenausschnitt verkleinern

  Externer Link",,0,Stellenanzeige,false
2,208,,"Stellenangebot - Instandhalter / Automatisierungstechniker (m/w) (Instandhaltungstechniker/in)

  Überblick über das Stellenangebot

  Referenznummer

  10000-1152221164-S
  Titel des Stellenangebots",Instandhalter / Automatisierun,1,Irrelevantes (nicht aus 1-5),false
214,1397,"S
  Titel des Stellenangebots","Instandhalter / Automatisierungstechniker (m/w) (Instandhaltungstechniker/in)
  Stellenangebotsart

  Arbeitsplatz (sozialversicherungspflichtig)
  Arbeitgeber
  Hays Professional Solutions GmbH

  Branche: Befristete Überlassung von Arbeitskräften, Betriebsgröße: zwischen 51 und 500
  Stellenbeschreibung

  Hays Engineering ist ein wichtiger Bereich unseres im Specialist Recruitment weltweit führenden Unternehmens. Aktuell sind im deutschsprachigen Raum über 4.000 Ingenieure und Techniker in Unternehmen aus den zentralen Branchen für uns aktiv. Mit unserer langjährigen Expertise in der Rekrutierung und unserem fundierten technischen Know-how bieten wir Ihnen interessante berufliche Perspektiven, wenn Sie eine Festanstellung in einem renommierten Unternehmen oder ein spannendes neues Projekt suchen.

  Sie suchen eine neue berufliche Herausforderung? Für unseren Kunden, einen international agierenden Technologie- und Marktführer aus der Automobilindustrie, suchen wir genau Sie als

  Instandhalter / Automatisierungstechniker (m/w)

  zur Anstellung bei der Hays Professional Solutions GmbH in Berlin

  Referenznummer: 307531/8
  Projektstart: asap","Ihre Aufgaben:
  - Mitwirken ",2,Unternehmensvorstellung,false
1403,2218,"307531/8
  Projektstart: asap","Ihre Aufgaben:
  - Mitwirken im Instandhaltungsteam (Elektrik)
  - Fehlersuche und Programmierung
  - Unterstützung bei der Ausarbeitung und Entwicklung zukünftiger Instandhaltungsstrategien
  - Konzeption der zukünftigen Instandhaltungsorganisation
  - Projektmitarbeit und Koordination der Instandhaltungsinteressen bei der Auslegung, Beschaffung und Abnahme von Betriebsmitteln
  - Durchführung von Störungsauswertungen und Schwachstellenanalysen sowie Optimierung zur Sicherstellung einer hohen Anlagenverfügbarkeit
  - Erstellung und Pflege der Betriebsmittelvorschriften und Wartungspläne
  - Prüfung der technischen Anforderungen bei Anlagenerweiterungen und Beschaffung von Neuanlagen aus Sicht der Instandhaltung
  - Planung und Beschaffung von Ersatzteilen inklusive Kostenplanung und -verfolgung","Ihre Qualifikationen:
  - Erf",3,Aufgabenbeschreibung,false
2224,2716, Kostenplanung und -verfolgung,"Ihre Qualifikationen:
  - Erfolgreich abgeschlossenes Ausbildung oder Techniker/Meister mit Schwerpunkt Elektrotechnik, Automatisierungstechnik oder vergleichbare Qualifikation
  - Einschlägige Berufserfahrung in der Steuerungs- und Automatisierungstechnik
  - Anwendungsbereite Kenntnisse in speicherprogrammierbaren Steuerungen wie S7, TIA Portal sowie WinCC
  - Kenntnisse in Xenon von Vorteil
  - Teamfähigkeit und eigenverantwortliche Arbeitsweise
  - Bereitschaft zu Schichtarbeit","Ihre Vorteile:
  - Breites Th",4,Anforderungen,false
2722,2855, Bereitschaft zu Schichtarbeit,"Ihre Vorteile:
  - Breites Themenspektrum und fachliche Herausforderungen
  - Gutes Arbeitsklima und vertrauensvolle Zusammenarbeit",Ich freue mich auf Ihre Bewerb,5,Angebot an den Bewerber,false
2861,3158,vertrauensvolle Zusammenarbeit,"Ich freue mich auf Ihre Bewerbung! Bitte senden Sie Ihre Unterlagen unter Angabe der Referenznummer und wie Sie auf uns aufmerksam geworden sind an nadin.kumke@hays.de
  Führungsverantwortung

  Keine Führungsverantwortung
  Arbeitsorte

  Friedrichstr. 88, 10117 Berlin, Berlin, Deutschland",In der nachfolgenden Kartenans,6,Kontakt und Formalia,false
3162,3431,"17 Berlin, Berlin, Deutschland","In der nachfolgenden Kartenansicht sind die Ausübungsorte des Stellenangebots in einer interaktiven Deutschlandkarte eingezeichnet. Die gleichen Informationen finden Sie auch in textueller Form auf dieser Seite.
  Routenplaner Karte zum Stellenangebot Karte ausblenden","Beginn der Tätigkeit

  Sofo",7,Irrelevantes (nicht aus 1-5),false
3435,4328,tellenangebot Karte ausblenden,"Beginn der Tätigkeit

  Sofort
  Anzahl offener Stellen

  1 Stelle
  Vormerken

  Konditionen des Stellenangebots

  Arbeitszeit

  Vollzeit, Schicht
  Vergütung und Zusatzleistungen

  Bei der Besetzung des Stellenangebotes findet ein Tarifvertrag Anwendung.
  Tarifvertrag: IGZ
  Befristung

  Unbefristetes Arbeitsverhältnis

  Anforderungen an den Bewerber

  Berufsausbildung/ Studium
  Techniker/in - Maschinentechnik (Automatisierungstechnik)
  Industriemechaniker/in
  Elektroniker/in - Maschinen und Antriebstechnik

  Kontaktdaten

  Rückfragen und Bewerbungen an

  Hays Professional Solutions GmbH
  Frau Nadin Kumke
  Key Account Management Temp
  Friedrichstr. 88
  10117 Berlin
  Mitte
  Berlin
  Deutschland
  E-Mail
  nadin.kumke@hays.de
  Gewünschte Bewerbungsarten

  Per E-Mail
  Bewerbungszeitraum

  29.03.2017 - 12.04.2017","Angaben zur Bewerbung

  Gef",8,Kontakt und Formalia,false
4332,4536,"m

  29.03.2017 - 12.04.2017","Angaben zur Bewerbung

  Geforderte Anlagen: Lebenslauf, Zeugnisse
  Nachricht an Arbeitgeber Bewerben

  Legende

  Kartenausschnitt vergrößern

  Kartenausschnitt verkleinern

  Externer Link",,9,Irrelevantes (nicht aus 1-5),false
