begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
2,2472,,"kappa services GmbH & Co. KG, Berlin gewerblich
  Ernst-Augustin-Str. 11
  Berlin, ()

  Telefon:
  Website: http://www.jobcore.de/index.php?id=jobdetail&jobs_id=26628097

  Unternehmensprofil

  Maschinenbestücker m/w

  Job ID : 780700
  Anzahl der Besuche : 3
  Ort : Berlin,
  Branche :
  Vertragsart : Festanstellung - unbefristet
  Datum : 13.01.2017

  Job & Aufgaben

  Für den Einsatzort Berlin suchen wir im Rahmen der Arbeitnehmerüberlassung, für unseren Namenhaften Kunden einen

  Maschinenbestücker m/w

  Ihre Aufgaben
  * Sie sind für den reibungslosen Ablauf der Produktionsstrecke verantwortlich, auftretende Fehler werden durch Sie fachgerecht behoben
  * Qualitätskontrolle
  * allgemeine Lagertätigkeiten (Ware umwickeln, verpacken und Versand fertigmachen)
  * Tätigkeiten, wie das Be- und Entladen von Paletten (LKW, Containern) gehört ebenso zu Ihren Aufgaben

  Das bringen Sie mit:
  * Schichtbereitschaft (3-Schichtsystem)
  * erste Praxiserfahrungen als Maschinenbestücker bzw. Lagermitarbeiter/ -helfer
  * sicherer Umgang mit den Flurförderfahrzeugen (E-Ameise, Schnell-Läufer)
  * solider Umgang mit dem Scanner
  * gute Deutschkenntnisse
  * Teamfähigkeit
  * zuverlässige Arbeitsweise
  * Flexibilität

  Das bieten wir Ihnen:
  * unbefristeter Arbeitsvertrag
  * verantwortungsvolle, interessante, selbständige Tätigkeit
  * auftragsbezogene Zulagen
  * Weihnachts- und Urlaubsgeld
  * angenehmes Arbeitsklima
  * persönliche Betreuung
  * Stellung von Schutz- und Arbeitskleidung
  * interessante Einsätze bei führenden internationalen Unternehmen

  ?gemeinsam erfolgreich!

  Werden auch Sie Teil von uns und schreiben Sie Erfolgsgeschichte.

  Wir sind einer der traditionsreichsten Personaldienstleister am Markt. Unsere Geschichte geht bis in das Jahr 1960 zurück. Als mittelständisch denkendes Familienunternehmen setzen wir auf die Nähe zu unseren Kunden und Mitarbeitern. Als langjähriges Mitglied im iGZ (DGB-Tarifpartner) distanzieren wir uns von der Diskussion um Dumpinglöhne. Dafür stehen wir heute und auch in Zukunft.

  Haben wir Ihr Interesse geweckt? Dann freuen wir uns auf Ihre Bewerbung und ein persönliches Kennenlernen!

  Senden Sie Ihre Unterlagen gerne per E-Mail, per Post oder über unser Online-Bewerbungsformular, schnellstmöglich werden wir Kontakt zu Ihnen aufnehmen. Ihre persönlichen Daten werden dabei selbstverständlich vertraulich behandelt.",,0,Stellenanzeige,false
2,177,,"kappa services GmbH & Co. KG, Berlin gewerblich
  Ernst-Augustin-Str. 11
  Berlin, ()

  Telefon:
  Website: http://www.jobcore.de/index.php?id=jobdetail&jobs_id=26628097","Unternehmensprofil

  Maschi",1,"kappa services GmbH & Co. KG, Berlin gewerblich
  Ernst-Augustin-Str. 11
  Berlin, ()

  Telefon:
  Website: http://www.jobcore.de/index.php?id=jobdetail&jobs_id=26628097",false
183,374,?id=jobdetail&jobs_id=26628097,"Unternehmensprofil

  Maschinenbestücker m/w

  Job ID : 780700
  Anzahl der Besuche : 3
  Ort : Berlin,
  Branche :
  Vertragsart : Festanstellung - unbefristet
  Datum : 13.01.2017","Job & Aufgaben

  Für den Ei",2,"Unternehmensprofil

  Maschinenbestücker m/w

  Job ID : 780700
  Anzahl der Besuche : 3
  Ort : Berlin,
  Branche :
  Vertragsart : Festanstellung - unbefristet
  Datum : 13.01.2017",false
380,540,"efristet
  Datum : 13.01.2017","Job & Aufgaben

  Für den Einsatzort Berlin suchen wir im Rahmen der Arbeitnehmerüberlassung, für unseren Namenhaften Kunden einen

  Maschinenbestücker m/w","Ihre Aufgaben
  * Sie sind fü",3,Unternehmensvorstellung,false
546,913,"en

  Maschinenbestücker m/w","Ihre Aufgaben
  * Sie sind für den reibungslosen Ablauf der Produktionsstrecke verantwortlich, auftretende Fehler werden durch Sie fachgerecht behoben
  * Qualitätskontrolle
  * allgemeine Lagertätigkeiten (Ware umwickeln, verpacken und Versand fertigmachen)
  * Tätigkeiten, wie das Be- und Entladen von Paletten (LKW, Containern) gehört ebenso zu Ihren Aufgaben","Das bringen Sie mit:
  * Schi",4,Aufgabenbeschreibung,false
919,1274,ehört ebenso zu Ihren Aufgaben,"Das bringen Sie mit:
  * Schichtbereitschaft (3-Schichtsystem)
  * erste Praxiserfahrungen als Maschinenbestücker bzw. Lagermitarbeiter/ -helfer
  * sicherer Umgang mit den Flurförderfahrzeugen (E-Ameise, Schnell-Läufer)
  * solider Umgang mit dem Scanner
  * gute Deutschkenntnisse
  * Teamfähigkeit
  * zuverlässige Arbeitsweise
  * Flexibilität","Das bieten wir Ihnen:
  * unb",5,Anforderungen,false
1280,1632,"Arbeitsweise
  * Flexibilität","Das bieten wir Ihnen:
  * unbefristeter Arbeitsvertrag
  * verantwortungsvolle, interessante, selbständige Tätigkeit
  * auftragsbezogene Zulagen
  * Weihnachts- und Urlaubsgeld
  * angenehmes Arbeitsklima
  * persönliche Betreuung
  * Stellung von Schutz- und Arbeitskleidung
  * interessante Einsätze bei führenden internationalen Unternehmen","?gemeinsam erfolgreich!

  W",6,Angebot an den Bewerber,false
1638,1731,en internationalen Unternehmen,"?gemeinsam erfolgreich!

  Werden auch Sie Teil von uns und schreiben Sie Erfolgsgeschichte",".

  Wir sind einer der trad",7,Irrelevantes (nicht aus 1-5),false
1738,2123,hreiben Sie Erfolgsgeschichte.,Wir sind einer der traditionsreichsten Personaldienstleister am Markt. Unsere Geschichte geht bis in das Jahr 1960 zurück. Als mittelständisch denkendes Familienunternehmen setzen wir auf die Nähe zu unseren Kunden und Mitarbeitern. Als langjähriges Mitglied im iGZ (DGB-Tarifpartner) distanzieren wir uns von der Diskussion um Dumpinglöhne. Dafür stehen wir heute und auch in Zukunft.,Haben wir Ihr Interesse geweck,8,Unternehmensvorstellung,false
2129,2472,wir heute und auch in Zukunft.,"Haben wir Ihr Interesse geweckt? Dann freuen wir uns auf Ihre Bewerbung und ein persönliches Kennenlernen!

  Senden Sie Ihre Unterlagen gerne per E-Mail, per Post oder über unser Online-Bewerbungsformular, schnellstmöglich werden wir Kontakt zu Ihnen aufnehmen. Ihre persönlichen Daten werden dabei selbstverständlich vertraulich behandelt.",,9,Kontakt und Formalia,false
