begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
2,2197,,"Centro Hotel Prinzregent
  Prinzregentenstraße 47
  Berlin, ()

  Telefon:
  Website: http://www.jobcore.de/index.php?id=jobdetail&jobs_id=26625045

  Unternehmensprofil

  Empfangsmitarbeiter (m/w)

  Job ID : 649011
  Anzahl der Besuche : 3
  Ort : Berlin,
  Branche :
  Vertragsart : Festanstellung - unbefristet
  Datum : 19.08.2016

  Job & Aufgaben

  Die Centro Hotel Group ist ein expandierendes Unternehmen, das seit 2005 mit Sitz in Hamburg derzeit erfolgreich 23 Hotels in dem Midscale Segment in Deutschland führt. Der Erfolg der Centro Hotel Group liegt maßgeblich im Konzept /Immer gut gelegen/, dies wird durch die zentralen und innerstädtischen Standorte und die dadurch flexible Mobilität geboten.

  In diesem dynamischen Unternehmen bieten wir Ihnen interessante Karrierechancen mit einem guten und sicheren Beschäftigungsverhältnis. Bei uns haben Sie die Möglichkeit, sich beruflich und individuell weiter zu entwickeln.

  Motivierte Mitarbeiter sind bei uns immer willkommen, bei uns finden Sie ein Arbeitsumfeld voller Chancen & spannender Herausforderungen.

  Zum nächstmöglichen Zeitpunkt suchen wir Sie in Berlin zur Verstärkung unseres Teams in der Position des

  Rezeptionist (m/w)

  Vollzeit

  Ihr Aufgabenbereich umfasst:
  * Zuständigkeit und Verantwortung für das anvertraute Hotel
  * Wahrnehmung der Empfangsaufgaben
  * Kleine Büro- und Verwaltungstätigkeiten
  * Kontrolle von Reservierungen
  * Betreuung der Gäste

  Ihr Profil:
  * Abgeschlossene Berufsausbildung in der Hotellerie oder Gastronomie
  * Kenntnisse der Hotelsoftware Protel wünschenswert
  * Gästefreundlichkeit
  * Sehr gute Deutsch- und gute Englischkenntnisse
  * Flexibilität und hoher Grad an Teamfähigkeit

  Es erwartet Sie:
  * fundierte Einarbeitung
  * Abwechslungsreiches Arbeitsspektrum
  * Sicherheit und vielseitige Karrierechancen
  * Ein engagiertes und aufgeschlossenes Team

  Checken Sie bei uns ein. Wir freuen uns Sie kennenzulernen.

  Schicken Sie uns Ihre vollständigen Bewerbungsunterlagen unter dem Kennwort /Rezeptionist Berlin/, mit Angabe Ihrer Gehaltsvorstellung und dem nächstmöglichen Eintrittstermin.",,0,Stellenanzeige,false
2,154,,"Centro Hotel Prinzregent
  Prinzregentenstraße 47
  Berlin, ()

  Telefon:
  Website: http://www.jobcore.de/index.php?id=jobdetail&jobs_id=26625045","Unternehmensprofil

  Empfan",1,Kontakt und Formalia,false
160,354,?id=jobdetail&jobs_id=26625045,"Unternehmensprofil

  Empfangsmitarbeiter (m/w)

  Job ID : 649011
  Anzahl der Besuche : 3
  Ort : Berlin,
  Branche :
  Vertragsart : Festanstellung - unbefristet
  Datum : 19.08.2016","Job & Aufgaben

  Die Centro",2,Irrelevantes (nicht aus 1-5),false
360,1241,"efristet
  Datum : 19.08.2016","Job & Aufgaben

  Die Centro Hotel Group ist ein expandierendes Unternehmen, das seit 2005 mit Sitz in Hamburg derzeit erfolgreich 23 Hotels in dem Midscale Segment in Deutschland führt. Der Erfolg der Centro Hotel Group liegt maßgeblich im Konzept /Immer gut gelegen/, dies wird durch die zentralen und innerstädtischen Standorte und die dadurch flexible Mobilität geboten.

  In diesem dynamischen Unternehmen bieten wir Ihnen interessante Karrierechancen mit einem guten und sicheren Beschäftigungsverhältnis. Bei uns haben Sie die Möglichkeit, sich beruflich und individuell weiter zu entwickeln.

  Motivierte Mitarbeiter sind bei uns immer willkommen, bei uns finden Sie ein Arbeitsumfeld voller Chancen & spannender Herausforderungen.

  Zum nächstmöglichen Zeitpunkt suchen wir Sie in Berlin zur Verstärkung unseres Teams in der Position des

  Rezeptionist (m/w)","Vollzeit

  Ihr Aufgabenbere",3,Unternehmensvorstellung,false
1247,1255,"on des

  Rezeptionist (m/w)",Vollzeit,"Ihr Aufgabenbereich umfasst:
",4,Kontakt und Formalia,false
1261,1494,"zeptionist (m/w)

  Vollzeit","Ihr Aufgabenbereich umfasst:
  * Zuständigkeit und Verantwortung für das anvertraute Hotel
  * Wahrnehmung der Empfangsaufgaben
  * Kleine Büro- und Verwaltungstätigkeiten
  * Kontrolle von Reservierungen
  * Betreuung der Gäste","Ihr Profil:
  * Abgeschlossen",5,Aufgabenbeschreibung,false
1500,1765,"ungen
  * Betreuung der Gäste","Ihr Profil:
  * Abgeschlossene Berufsausbildung in der Hotellerie oder Gastronomie
  * Kenntnisse der Hotelsoftware Protel wünschenswert
  * Gästefreundlichkeit
  * Sehr gute Deutsch- und gute Englischkenntnisse
  * Flexibilität und hoher Grad an Teamfähigkeit","Es erwartet Sie:
  * fundiert",6,Anforderungen,false
1771,1951,nd hoher Grad an Teamfähigkeit,"Es erwartet Sie:
  * fundierte Einarbeitung
  * Abwechslungsreiches Arbeitsspektrum
  * Sicherheit und vielseitige Karrierechancen
  * Ein engagiertes und aufgeschlossenes Team",Checken Sie bei uns ein. Wir f,7,Angebot an den Bewerber,false
1957,2016,rtes und aufgeschlossenes Team,Checken Sie bei uns ein. Wir freuen uns Sie kennenzulernen.,Schicken Sie uns Ihre vollstän,8,Irrelevantes (nicht aus 1-5),false
2022,2197,freuen uns Sie kennenzulernen.,"Schicken Sie uns Ihre vollständigen Bewerbungsunterlagen unter dem Kennwort /Rezeptionist Berlin/, mit Angabe Ihrer Gehaltsvorstellung und dem nächstmöglichen Eintrittstermin.",,9,Kontakt und Formalia,false
