begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
2,2559,,"kappa services GmbH & Co. KG, Berlin gewerblich
  Ernst-Augustin-Str. 11
  Berlin, ()

  Telefon:
  Website: http://www.jobcore.de/index.php?id=jobdetail&jobs_id=26628097

  Unternehmensprofil

  Fachkraft Lager und Logistik m/w

  Job ID : 780704
  Anzahl der Besuche : 3
  Ort : Berlin,
  Branche :
  Vertragsart : Festanstellung - unbefristet
  Datum : 13.01.2017

  Job & Aufgaben

  Für den Einsatzort Berlin suchen wir im Rahmen der Arbeitnehmerüberlassung, für unseren namenhaften Kunden eine
  Fachkraft für Lager und Logistik m/w.

  Ihre Aufgaben
  * Bewirtschaftung des Lagerbestandes, auch systemseitig, unter Einhaltung geltender Lagervorschriften
  * Wareneingangskontrolle und Wareneingangsbuchungen
  * Ein- und Auslagerungen von Ersatzteilen, Betriebsmitteln und Werkzeugen
  * Bestandskorrekturen und Inventuren
  * Sicherstellung der Materialversorgung aller relevanten Stationen
  * Enge Zusammenarbeit - abteilungsübergreifend

  Das bringen Sie mit:
  * abgeschlossene Berufsausbildung als Fachkraft für Lagerlogistik (m/w) oder Fachkraft Lagerwirtschaft (m/w)
  * Bereitschaft zu Schicht- und Wochenendarbeit
  * idealerweise Staplerschein und erste Erfahrung im Bedienen wünschenswert
  * Einsatzbereitschaft, Belastbarkeit und Flexibilität
  * strukturierte Arbeitsweise
  * selbständiges Arbeiten

  Das bieten wir Ihnen:
  * unbefristeter Arbeitsvertrag
  * verantwortungsvolle, interessante, selbständige Tätigkeit
  * auftragsbezogene Zulagen
  * Weihnachts- und Urlaubsgeld
  * angenehmes Arbeitsklima
  * persönliche Betreuung
  * Stellung von Schutz- und Arbeitskleidung
  * interessante Einsätze bei führenden internationalen Unternehmen

  ?gemeinsam erfolgreich!

  Werden auch Sie Teil von uns und schreiben Sie Erfolgsgeschichte.

  Wir sind einer der traditionsreichsten Personaldienstleister am Markt. Unsere Geschichte geht bis in das Jahr 1960 zurück. Als mittelständisch denkendes Familienunternehmen setzen wir auf die Nähe zu unseren Kunden und Mitarbeitern. Als langjähriges Mitglied im iGZ (DGB-Tarifpartner) distanzieren wir uns von der Diskussion um Dumpinglöhne. Dafür stehen wir heute und auch in Zukunft.

  Haben wir Ihr Interesse geweckt? Dann freuen wir uns auf Ihre Bewerbung und ein persönliches Kennenlernen!

  Senden Sie Ihre Unterlagen gerne per E-Mail, per Post oder über unser Online-Bewerbungsformular, schnellstmöglich werden wir Kontakt zu Ihnen aufnehmen. Ihre persönlichen Daten werden dabei selbstverständlich vertraulich behandelt.",,0,Stellenanzeige,false
2,177,,"kappa services GmbH & Co. KG, Berlin gewerblich
  Ernst-Augustin-Str. 11
  Berlin, ()

  Telefon:
  Website: http://www.jobcore.de/index.php?id=jobdetail&jobs_id=26628097","Unternehmensprofil

  Fachkr",1,Kontakt und Formalia,false
410,562,"13.01.2017

  Job & Aufgaben","Für den Einsatzort Berlin suchen wir im Rahmen der Arbeitnehmerüberlassung, für unseren namenhaften Kunden eine
  Fachkraft für Lager und Logistik m/w.","Ihre Aufgaben
  * Bewirtschaf",2,Unternehmensvorstellung,false
568,978,ft für Lager und Logistik m/w.,"Ihre Aufgaben
  * Bewirtschaftung des Lagerbestandes, auch systemseitig, unter Einhaltung geltender Lagervorschriften
  * Wareneingangskontrolle und Wareneingangsbuchungen
  * Ein- und Auslagerungen von Ersatzteilen, Betriebsmitteln und Werkzeugen
  * Bestandskorrekturen und Inventuren
  * Sicherstellung der Materialversorgung aller relevanten Stationen
  * Enge Zusammenarbeit - abteilungsübergreifend","Das bringen Sie mit:
  * abge",3,Aufgabenbeschreibung,false
984,1361,rbeit - abteilungsübergreifend,"Das bringen Sie mit:
  * abgeschlossene Berufsausbildung als Fachkraft für Lagerlogistik (m/w) oder Fachkraft Lagerwirtschaft (m/w)
  * Bereitschaft zu Schicht- und Wochenendarbeit
  * idealerweise Staplerschein und erste Erfahrung im Bedienen wünschenswert
  * Einsatzbereitschaft, Belastbarkeit und Flexibilität
  * strukturierte Arbeitsweise
  * selbständiges Arbeiten","Das bieten wir Ihnen:
  * unb",4,Anforderungen,false
1367,1719,"se
  * selbständiges Arbeiten","Das bieten wir Ihnen:
  * unbefristeter Arbeitsvertrag
  * verantwortungsvolle, interessante, selbständige Tätigkeit
  * auftragsbezogene Zulagen
  * Weihnachts- und Urlaubsgeld
  * angenehmes Arbeitsklima
  * persönliche Betreuung
  * Stellung von Schutz- und Arbeitskleidung
  * interessante Einsätze bei führenden internationalen Unternehmen","?gemeinsam erfolgreich!

  W",5,Angebot an den Bewerber,false
1725,1818,en internationalen Unternehmen,"?gemeinsam erfolgreich!

  Werden auch Sie Teil von uns und schreiben Sie Erfolgsgeschichte",".

  Wir sind einer der trad",6,Irrelevantes (nicht aus 1-5),false
1825,2210,hreiben Sie Erfolgsgeschichte.,Wir sind einer der traditionsreichsten Personaldienstleister am Markt. Unsere Geschichte geht bis in das Jahr 1960 zurück. Als mittelständisch denkendes Familienunternehmen setzen wir auf die Nähe zu unseren Kunden und Mitarbeitern. Als langjähriges Mitglied im iGZ (DGB-Tarifpartner) distanzieren wir uns von der Diskussion um Dumpinglöhne. Dafür stehen wir heute und auch in Zukunft.,Haben wir Ihr Interesse geweck,7,Unternehmensvorstellung,false
2216,2322,wir heute und auch in Zukunft.,Haben wir Ihr Interesse geweckt? Dann freuen wir uns auf Ihre Bewerbung und ein persönliches Kennenlernen!,Senden Sie Ihre Unterlagen ger,8,Irrelevantes (nicht aus 1-5),false
2328,2559,ein persönliches Kennenlernen!,"Senden Sie Ihre Unterlagen gerne per E-Mail, per Post oder über unser Online-Bewerbungsformular, schnellstmöglich werden wir Kontakt zu Ihnen aufnehmen. Ihre persönlichen Daten werden dabei selbstverständlich vertraulich behandelt.",,9,Kontakt und Formalia,false
